"","entrezgene","uniprotswissprot","ensembl_gene_id","external_gene_name","description"
"10400",38691,"","FBgn0035673","CG6602",""
"10401",246573,"","FBgn0050373","CG30373",""
"10402",40167,"","FBgn0020389","Papss","PAPS synthetase [Source:FlyBase;Acc:FBgn0020389]"
"10403",43064,"","FBgn0039324","CG10553",""
"10404",42312,"","FBgn0038695","CG14280",""
"10405",35993,"","FBgn0033434","CG1902",""
"10406",42749,"","FBgn0039066","EloA","Elongin A [Source:FlyBase;Acc:FBgn0039066]"
"10407",42749,"Q9VCP0","FBgn0039066","EloA","Elongin A [Source:FlyBase;Acc:FBgn0039066]"
"10408",40159,"","FBgn0036909","CG15881",""
"10409",36966,"","FBgn0022987","qkr54B","quaking related 54B [Source:FlyBase;Acc:FBgn0022987]"
"10410",48572,"Q9VPS5","FBgn0011244","Hsp60B","Heat shock protein 60B [Source:FlyBase;Acc:FBgn0011244]"
"10411",12798403,"","FBgn0262817","CG43188",""
"10412",39091,"","FBgn0035993","Nf-YA","Nuclear factor Y-box A [Source:FlyBase;Acc:FBgn0035993]"
"10413",38683,"","FBgn0035665","Jon65Aiii","Jonah 65Aiii [Source:FlyBase;Acc:FBgn0035665]"
"10414",49808,"Q7YTY6","FBgn0028988","Spn42Dd","Serpin 42Dd [Source:FlyBase;Acc:FBgn0028988]"
"10415",32029,"","FBgn0052670","Rab9Fb","Rab at 9Fb [Source:FlyBase;Acc:FBgn0052670]"
"10416",117479,"P83295","FBgn0045477","Gr64c","Gustatory receptor 64c [Source:FlyBase;Acc:FBgn0045477]"
"10417",37587,"Q8WTC1","FBgn0026261","bonsai",""
"10418",39671,"","FBgn0026738","CG7857",""
"10419",40084,"","FBgn0036847","CNPYb","Canopy b [Source:FlyBase;Acc:FBgn0036847]"
"10420",38164,"","FBgn0035217","FucTD",""
"10421",34658,"","FBgn0020443","eRF3","eukaryotic translation release factor 3 [Source:FlyBase;Acc:FBgn0020443]"
"10422",32008,"","FBgn0025111","Ant2","Adenine nucleotide translocase 2 [Source:FlyBase;Acc:FBgn0025111]"
"10423",39580,"","FBgn0036422","CG3868",""
"10424",32222,"P47980","FBgn0011837","Tis11","Tis11 zinc finger protein [Source:FlyBase;Acc:FBgn0011837]"
"10425",39218,"","FBgn0036104","CG6418",""
"10426",38210,"","FBgn0035256","CG13930",""
"10427",40368,"","FBgn0261258","rgn","regeneration [Source:FlyBase;Acc:FBgn0261258]"
"10428",39996,"","FBgn0036770","Prestin",""
"10429",35826,"P07192","FBgn0002571","Mal-A3","Maltase A3 [Source:FlyBase;Acc:FBgn0002571]"
"10430",38738,"P98159","FBgn0002926","ndl","nudel [Source:FlyBase;Acc:FBgn0002926]"
"10431",42755,"","FBgn0039070","CG17083",""
"10432",44097,"","FBgn0024189","sns","sticks and stones [Source:FlyBase;Acc:FBgn0024189]"
"10433",35544,"","FBgn0040502","CG8343",""
"10434",35100,"","FBgn0284256","bsf","bicoid stability factor [Source:FlyBase;Acc:FBgn0284256]"
"10435",38979,"","FBgn0035911","CG6638",""
"10436",53565,"Q9VEX6","FBgn0040237","bor","belphegor [Source:FlyBase;Acc:FBgn0040237]"
"10437",32635,"P39018","FBgn0010412","RpS19a","Ribosomal protein S19a [Source:FlyBase;Acc:FBgn0010412]"
"10438",246518,"","FBgn0050271","CG30271",""
"10439",39986,"","FBgn0036760","CG5567",""
"10440",33907,"Q9VMC9","FBgn0031821","KFase","Kynurenine formamidase [Source:FlyBase;Acc:FBgn0031821]"
"10441",34204,"","FBgn0032067","LManIV","Lysosomal alpha-mannosidase IV [Source:FlyBase;Acc:FBgn0032067]"
"10442",38745,"","FBgn0035711","CG8519",""
"10443",43691,"Q9V9Z9","FBgn0039828","CG1542",""
"10444",34463,"","FBgn0051871","CG31871",""
"10445",41101,"","FBgn0037668","CG16736",""
"10446",35063,"","FBgn0032648","CG15144",""
"10447",37900,"","FBgn0035005","CG3483",""
"10448",43695,"","FBgn0039832","CG15563",""
"10449",34992,"","FBgn0001185","her","hermaphrodite [Source:FlyBase;Acc:FBgn0001185]"
"10450",39231,"","FBgn0263776","CG43693",""
"10451",14462455,"","FBgn0264829","CG44037",""
"10452",40643,"","FBgn0037317","CG14667",""
"10453",32002,"","FBgn0030230","Rph","Rabphilin [Source:FlyBase;Acc:FBgn0030230]"
"10454",12798539,"","FBgn0262679","CG43149",""
"10455",42199,"Q94524","FBgn0024432","Dlc90F","Dynein light chain 90F [Source:FlyBase;Acc:FBgn0024432]"
"10456",32205,"","FBgn0030400","CG11138",""
"10457",37478,"Q9W2D6","FBgn0027360","Tim10","Translocase of inner membrane 10 [Source:FlyBase;Acc:FBgn0027360]"
"10458",318668,"","FBgn0051296","CG31296",""
"10459",34626,"","FBgn0027505","Rab3-GAP","Rab3 GTPase activating protein [Source:FlyBase;Acc:FBgn0027505]"
"10460",34626,"Q9VKB9","FBgn0027505","Rab3-GAP","Rab3 GTPase activating protein [Source:FlyBase;Acc:FBgn0027505]"
"10461",36217,"P42279","FBgn0011554","etaTry","etaTrypsin [Source:FlyBase;Acc:FBgn0011554]"
"10462",38793,"","FBgn0261111","BHD","Birt-Hogg-Dube [Source:FlyBase;Acc:FBgn0261111]"
"10463",38477,"","FBgn0035488","CG11593",""
"10464",42716,"","FBgn0039038","CG6688",""
"10465",42518,"","FBgn0038870","Oga","O-GlcNAcase [Source:FlyBase;Acc:FBgn0038870]"
"10466",39448,"","FBgn0052113","CG32113",""
"10467",33033,"Q9VR89","FBgn0027334","l(1)G0004","lethal (1) G0004 [Source:FlyBase;Acc:FBgn0027334]"
"10468",34236,"Q9VLE5","FBgn0032096","Or30a","Odorant receptor 30a [Source:FlyBase;Acc:FBgn0032096]"
"10469",318150,"","FBgn0052679","CG32679",""
"10470",41324,"","FBgn0037860","CG6629",""
"10471",43516,"","FBgn0039698","CG7789",""
"10472",318924,"","FBgn0051742","Prosbeta5R2","Proteasome beta5 subunit-related 2 [Source:FlyBase;Acc:FBgn0051742]"
"10473",39124,"","FBgn0036023","CG18179",""
"10474",34395,"","FBgn0032223","GATAd",""
"10475",45398,"","FBgn0010548","Aldh-III","Aldehyde dehydrogenase type III [Source:FlyBase;Acc:FBgn0010548]"
"10476",36843,"","FBgn0034131","CG15712",""
"10477",40757,"","FBgn0037411","Osi3","Osiris 3 [Source:FlyBase;Acc:FBgn0037411]"
"10478",40182,"","FBgn0036923","CG17732",""
"10479",34153,"Q9VLN1","FBgn0032030","Wdr82","WD repeat domain 82 [Source:FlyBase;Acc:FBgn0032030]"
"10480",35540,"P34021","FBgn0000546","EcR","Ecdysone receptor [Source:FlyBase;Acc:FBgn0000546]"
"10481",35540,"","FBgn0000546","EcR","Ecdysone receptor [Source:FlyBase;Acc:FBgn0000546]"
"10482",42751,"","FBgn0039068","CG13827",""
"10483",44540,"P10180","FBgn0004198","ct","cut [Source:FlyBase;Acc:FBgn0004198]"
"10484",44540,"","FBgn0004198","ct","cut [Source:FlyBase;Acc:FBgn0004198]"
"10485",2768722,"","FBgn0053349","ppk25","pickpocket 25 [Source:FlyBase;Acc:FBgn0053349]"
"10486",318788,"","FBgn0051533","CG31533",""
"10487",44005,"Q9V3U2","FBgn0029148","NHP2",""
"10488",42208,"","FBgn0038608","WRNexo","WRN exonuclease [Source:FlyBase;Acc:FBgn0038608]"
"10489",42208,"Q9VE86","FBgn0038608","WRNexo","WRN exonuclease [Source:FlyBase;Acc:FBgn0038608]"
"10490",3885628,"","FBgn0053971","Ir62a","Ionotropic receptor 62a [Source:FlyBase;Acc:FBgn0053971]"
"10491",40993,"Q06849","FBgn0004908","Arl2","ADP ribosylation factor-like 2 [Source:FlyBase;Acc:FBgn0004908]"
"10492",43212,"","FBgn0243586","Tb","Tubby [Source:FlyBase;Acc:FBgn0243586]"
"10493",33578,"","FBgn0031549","Spindly",""
"10494",42028,"","FBgn0038454","CG10324",""
"10495",43805,"","FBgn0039915","Gat","GABA transporter [Source:FlyBase;Acc:FBgn0039915]"
"10496",33479,"","FBgn0031466","CG3119",""
"10497",326250,"","FBgn0083984","CG34148",""
"10498",31688,"","FBgn0029963","CG10920",""
"10499",246513,"","FBgn0050197","CG30197",""
"10500",33795,"","FBgn0051646","DIP-theta","Dpr-interacting protein theta [Source:FlyBase;Acc:FBgn0051646]"
"10501",31650,"","FBgn0029930","CG12541",""
"10502",45668,"P48602","FBgn0265262","Vha68-1","Vacuolar H[+] ATPase 68kD subunit 1 [Source:FlyBase;Acc:FBgn0265262]"
"10503",5740834,"","FBgn0040973","CG16824",""
"10504",42586,"","FBgn0038922","Idh3b","Isocitrate dehydrogenase 3b [Source:FlyBase;Acc:FBgn0038922]"
"10505",31443,"Q8IFW4","FBgn0029752","TrxT","Thioredoxin T [Source:FlyBase;Acc:FBgn0029752]"
"10506",31443,"","FBgn0029752","TrxT","Thioredoxin T [Source:FlyBase;Acc:FBgn0029752]"
"10507",39036,"","FBgn0035954","Doc3","Dorsocross3 [Source:FlyBase;Acc:FBgn0035954]"
"10508",36084,"","FBgn0033504","CAP",""
"10509",35021,"","FBgn0032614","CG13284",""
"10510",31537,"","FBgn0029834","CG5937",""
"10511",43186,"","FBgn0053970","CG33970",""
"10512",40112,"","FBgn0036870","CG14095",""
"10513",40045,"","FBgn0001078","ftz-f1","ftz transcription factor 1 [Source:FlyBase;Acc:FBgn0001078]"
"10514",40045,"P33244","FBgn0001078","ftz-f1","ftz transcription factor 1 [Source:FlyBase;Acc:FBgn0001078]"
"10515",34005,"","FBgn0259111","Ndae1","Na[+]-driven anion exchanger 1 [Source:FlyBase;Acc:FBgn0259111]"
"10516",43726,"Q9V9V9","FBgn0039859","CG11539",""
"10517",33763,"","FBgn0031700","CG14022",""
"10518",34402,"","FBgn0032229","CG5045",""
"10519",38906,"","FBgn0035844","CG13676",""
"10520",41983,"Q9XZ63","FBgn0027095","Manf","Mesencephalic astrocyte-derived neurotrophic factor [Source:FlyBase;Acc:FBgn0027095]"
"10521",38905,"","FBgn0002899","mus301","mutagen-sensitive 301 [Source:FlyBase;Acc:FBgn0002899]"
"10522",40894,"","FBgn0037504","CG1142",""
"10523",35390,"Q9VIE6","FBgn0032929","Mcm10","Minichromosome maintenance 10 [Source:FlyBase;Acc:FBgn0032929]"
"10524",43634,"","FBgn0039787","CG9702",""
"10525",31952,"","FBgn0030186","CG2962",""
"10526",39803,"","FBgn0036607","CG13059",""
"10527",19836181,"Q9VCG2","FBgn0264740","CG43998",""
"10528",19836181,"","FBgn0264740","CG43998",""
"10529",41559,"","FBgn0038072","CG6225",""
"10530",43133,"","FBgn0039386","CG5948",""
"10531",37014,"A1ZAY1","FBgn0034264","Dlish","Dachs ligand with SH3s [Source:FlyBase;Acc:FBgn0034264]"
"10532",38602,"Q9VRJ8","FBgn0035592","CG10674",""
"10533",36199,"","FBgn0033607","CG9062",""
"10534",36199,"Q1LZ08","FBgn0033607","CG9062",""
"10535",5740836,"","FBgn0085302","CG34273",""
"10536",36075,"","FBgn0033497","CG12912",""
"10537",38850,"","FBgn0035798","frac","faulty attraction [Source:FlyBase;Acc:FBgn0035798]"
"10538",59216,"","FBgn0042178","CG32165",""
"10539",3355143,"","FBgn0260799","p120ctn","Adherens junction protein p120 [Source:FlyBase;Acc:FBgn0260799]"
"10540",39088,"P17704","FBgn0005533","RpS17","Ribosomal protein S17 [Source:FlyBase;Acc:FBgn0005533]"
"10541",42973,"","FBgn0039241","CG11089",""
"10542",40589,"","FBgn0026620","tacc","transforming acidic coiled-coil protein [Source:FlyBase;Acc:FBgn0026620]"
"10543",326149,"","FBgn0051642","CG31642",""
"10544",50210,"","FBgn0040737","Tango8","Transport and Golgi organization 8 [Source:FlyBase;Acc:FBgn0040737]"
"10545",37692,"","FBgn0034844","CG9861",""
"10546",34839,"","FBgn0261535","l(2)34Fd","lethal (2) 34Fd [Source:FlyBase;Acc:FBgn0261535]"
"10547",35653,"O16844","FBgn0000352","cos","costa [Source:FlyBase;Acc:FBgn0000352]"
"10548",43713,"Q9V9X4","FBgn0039849","CG11334",""
"10549",19836117,"","FBgn0265610","CG44428",""
"10550",47082,"","FBgn0284249","Adf1","Adh transcription factor 1 [Source:FlyBase;Acc:FBgn0284249]"
"10551",47082,"P05552","FBgn0284249","Adf1","Adh transcription factor 1 [Source:FlyBase;Acc:FBgn0284249]"
"10552",37168,"","FBgn0034392","MFS15","Major Facilitator Superfamily Transporter 15 [Source:FlyBase;Acc:FBgn0034392]"
"10553",37895,"P51905","FBgn0010414","SerT","Serotonin transporter [Source:FlyBase;Acc:FBgn0010414]"
"10554",5740216,"","FBgn0085273","CG34244",""
"10555",40094,"","FBgn0260857","Bet1","Blocked early in transport 1 [Source:FlyBase;Acc:FBgn0260857]"
"10556",32028,"","FBgn0263705","Myo10A","Myosin 10A [Source:FlyBase;Acc:FBgn0263705]"
"10557",45879,"","FBgn0001253","ImpE1","Ecdysone-inducible gene E1 [Source:FlyBase;Acc:FBgn0001253]"
"10558",43037,"","FBgn0039299","CG11854",""
"10559",35501,"","FBgn0033029","Not3","CCR4-NOT transcription complex subunit 3 [Source:FlyBase;Acc:FBgn0033029]"
"10560",42385,"Q9VDR1","FBgn0038760","MED25","Mediator complex subunit 25 [Source:FlyBase;Acc:FBgn0038760]"
"10561",37694,"","FBgn0034846","CG9863",""
"10562",43769,"","FBgn0085432","pan","pangolin [Source:FlyBase;Acc:FBgn0085432]"
"10563",43769,"P91943","FBgn0085432","pan","pangolin [Source:FlyBase;Acc:FBgn0085432]"
"10564",43769,"Q8IMA8","FBgn0085432","pan","pangolin [Source:FlyBase;Acc:FBgn0085432]"
"10565",37084,"Q7K486","FBgn0034315","CG5721",""
"10566",30522398,"","FBgn0284225","CG46309",""
"10567",46719,"Q8T626","FBgn0024510","dlt","discs lost [Source:FlyBase;Acc:FBgn0024510]"
"10568",38637,"","FBgn0035624","Eaf6","Esa1-associated factor 6 [Source:FlyBase;Acc:FBgn0035624]"
"10569",31272,"","FBgn0040356","CG12498",""
"10570",39497,"","FBgn0036350","CG14111",""
"10571",33690,"","FBgn0051660","smog",""
"10572",34938,"","FBgn0051821","CG31821",""
"10573",42965,"","FBgn0039235","CG10899",""
"10574",41014,"","FBgn0266916","Cenp-C","Centromeric protein-C [Source:FlyBase;Acc:FBgn0266916]"
"10575",49638,"Q9VQS6","FBgn0024244","drm","drumstick [Source:FlyBase;Acc:FBgn0024244]"
"10576",49638,"","FBgn0024244","drm","drumstick [Source:FlyBase;Acc:FBgn0024244]"
"10577",3772680,"","FBgn0053640","CG33640",""
"10578",37210,"","FBgn0034426","CG10476",""
"10579",34324,"Q9VL59","FBgn0032169","CG4709",""
"10580",39758,"Q9VUY0","FBgn0036565","CG5235",""
"10581",40191,"","FBgn0261574","kug","kugelei [Source:FlyBase;Acc:FBgn0261574]"
"10582",40191,"Q9VW71","FBgn0261574","kug","kugelei [Source:FlyBase;Acc:FBgn0261574]"
"10583",43303,"","FBgn0039518","CG13978",""
"10584",4379919,"","FBgn0040056","CG17698",""
"10585",43665,"","FBgn0039810","CG15549",""
"10586",31214,"","FBgn0023528","CG2924",""
"10587",37999,"","FBgn0010435","emp","epithelial membrane protein [Source:FlyBase;Acc:FBgn0010435]"
"10588",3771879,"P02255","FBgn0053837","His1:CG33837",""
"10589",3772665,"P02255","FBgn0053837","His1:CG33837",""
"10590",3771910,"P02255","FBgn0053837","His1:CG33837",""
"10591",3771838,"P02255","FBgn0053837","His1:CG33837",""
"10592",3772225,"P02255","FBgn0053837","His1:CG33837",""
"10593",3772702,"P02255","FBgn0053837","His1:CG33837",""
"10594",3772715,"P02255","FBgn0053837","His1:CG33837",""
"10595",3772077,"P02255","FBgn0053837","His1:CG33837",""
"10596",3771803,"P02255","FBgn0053837","His1:CG33837",""
"10597",3771981,"P02255","FBgn0053837","His1:CG33837",""
"10598",3771816,"P02255","FBgn0053837","His1:CG33837",""
"10599",318854,"P02255","FBgn0053837","His1:CG33837",""
"10600",3772409,"P02255","FBgn0053837","His1:CG33837",""
"10601",3771912,"P02255","FBgn0053837","His1:CG33837",""
"10602",3771818,"P02255","FBgn0053837","His1:CG33837",""
"10603",3772004,"P02255","FBgn0053837","His1:CG33837",""
"10604",3772075,"P02255","FBgn0053837","His1:CG33837",""
"10605",246578,"","FBgn0050379","CG30379",""
"10606",40917,"","FBgn0037514","CG10919",""
"10607",45786,"Q9Y105","FBgn0027090","GlnRS","Glutaminyl-tRNA synthetase [Source:FlyBase;Acc:FBgn0027090]"
"10608",32074,"","FBgn0030290","CG11756",""
"10609",41641,"","FBgn0086371","poly",""
"10610",36714,"","FBgn0034022","CG12964",""
"10611",37092,"","FBgn0034321","CG14502",""
"10612",38887,"","FBgn0035829","HP4","Heterochromatin protein 4 [Source:FlyBase;Acc:FBgn0035829]"
"10613",32602,"Q24562","FBgn0005411","U2af50","U2 small nuclear riboprotein auxiliary factor 50 [Source:FlyBase;Acc:FBgn0005411]"
"10614",32602,"","FBgn0005411","U2af50","U2 small nuclear riboprotein auxiliary factor 50 [Source:FlyBase;Acc:FBgn0005411]"
"10615",2768898,"","FBgn0053242","Ste:CG33242",""
"10616",32675,"","FBgn0030798","CG13003",""
"10617",40210,"","FBgn0036948","CG7298",""
"10618",34088,"","FBgn0031970","CG7227",""
"10619",40369,"","FBgn0037081","barc","barricade [Source:FlyBase;Acc:FBgn0037081]"
"10620",47769,"","FBgn0000455","Dip-C","Dipeptidase C [Source:FlyBase;Acc:FBgn0000455]"
"10621",50110,"","FBgn0040637","CG11458",""
"10622",318972,"","FBgn0051835","CG31835",""
"10623",8674069,"","FBgn0051835","CG31835",""
"10624",33797,"","FBgn0031729","CG12511",""
"10625",19836213,"","FBgn0267042","CG45486",""
"10626",32464,"","FBgn0030631","CG6227",""
"10627",32657,"","FBgn0052572","CG32572",""
"10628",36820,"","FBgn0034109","CG7747",""
"10629",37184,"","FBgn0034407","DptB","Diptericin B [Source:FlyBase;Acc:FBgn0034407]"
"10630",37914,"","FBgn0035016","CG4612",""
"10631",42043,"","FBgn0015011","AhcyL2","Adenosylhomocysteinase like 2 [Source:FlyBase;Acc:FBgn0015011]"
"10632",42043,"P50245","FBgn0015011","AhcyL2","Adenosylhomocysteinase like 2 [Source:FlyBase;Acc:FBgn0015011]"
"10633",42492,"","FBgn0000083","AnxB9","Annexin B9 [Source:FlyBase;Acc:FBgn0000083]"
"10634",42492,"P22464","FBgn0000083","AnxB9","Annexin B9 [Source:FlyBase;Acc:FBgn0000083]"
"10635",37360,"","FBgn0050295","Ipk1",""
"10636",37360,"Q9W2Q7","FBgn0050295","Ipk1",""
"10637",318046,"Q8SYV9","FBgn0052476","mthl14","methuselah-like 14 [Source:FlyBase;Acc:FBgn0052476]"
"10638",35571,"","FBgn0033089","CG17266",""
"10639",32778,"","FBgn0030884","CG6847",""
"10640",318952,"","FBgn0051805","CG31805",""
"10641",35920,"Q7JWW5","FBgn0033375","CG8078",""
"10642",41712,"","FBgn0038200","CG9920",""
"10643",2768725,"","FBgn0053474","CG33474",""
"10644",12798414,"","FBgn0263041","CG43336",""
"10645",39829,"","FBgn0027080","TyrRS","Tyrosyl-tRNA synthetase [Source:FlyBase;Acc:FBgn0027080]"
"10646",42552,"","FBgn0038894","CG15497",""
"10647",32262,"","FBgn0030451","CG15717",""
"10648",34067,"","FBgn0031952","cdc14","cell division cycle 14 [Source:FlyBase;Acc:FBgn0031952]"
"10649",37509,"","FBgn0034683","CG13500",""
"10650",NA,"Q04652","FBgn0001301","kel","kelch [Source:FlyBase;Acc:FBgn0001301]"
"10651",NA,"","FBgn0001301","kel","kelch [Source:FlyBase;Acc:FBgn0001301]"
"10652",40852,"","FBgn0037473","CG10068",""
"10653",41609,"P11146","FBgn0001217","Hsc70-2","Heat shock protein cognate 2 [Source:FlyBase;Acc:FBgn0001217]"
"10654",32508,"","FBgn0030672","CG9281",""
"10655",45706,"","FBgn0023541","Cyp4d14",""
"10656",45706,"O46051","FBgn0023541","Cyp4d14",""
"10657",41671,"","FBgn0038165","Task6","TWIK-related acid-sensitive K[+] channel 6 [Source:FlyBase;Acc:FBgn0038165]"
"10658",41893,"","FBgn0264776","CG44014",""
"10659",39585,"","FBgn0036426","CG9592",""
"10660",43208,"","FBgn0051080","TwdlH","TweedleH [Source:FlyBase;Acc:FBgn0051080]"
"10661",39613,"","FBgn0036451","CG9425",""
"10662",41272,"Q9VGZ0","FBgn0037817","Cyp12e1",""
"10663",36799,"","FBgn0034093","CG15706",""
"10664",37840,"Q9W1C5","FBgn0034964","IntS1","Integrator 1 [Source:FlyBase;Acc:FBgn0034964]"
"10665",31903,"Q9W328","FBgn0264691","Lst8",""
"10666",33859,"Q9V447","FBgn0266449","Kr-h2","Kruppel homolog 2 [Source:FlyBase;Acc:FBgn0266449]"
"10667",44858,"Q9VGH1","FBgn0003312","sad","shadow [Source:FlyBase;Acc:FBgn0003312]"
"10668",40292,"Q9VPC0","FBgn0016696","Pitslre",""
"10669",40292,"","FBgn0016696","Pitslre",""
"10670",37558,"","FBgn0034725","CG6044",""
"10671",37539,"","FBgn0283480","Alp2","Alkaline phosphatase 2 [Source:FlyBase;Acc:FBgn0283480]"
"10672",31269,"","FBgn0024980","Syx4","Syntaxin 4 [Source:FlyBase;Acc:FBgn0024980]"
"10673",31269,"Q7KVY7","FBgn0024980","Syx4","Syntaxin 4 [Source:FlyBase;Acc:FBgn0024980]"
"10674",41211,"Q9VH58","FBgn0037762","eloF","elongase F [Source:FlyBase;Acc:FBgn0037762]"
"10675",318645,"","FBgn0051251","CG31251",""
"10676",36726,"","FBgn0024754","Flo1","Flotillin 1 [Source:FlyBase;Acc:FBgn0024754]"
"10677",36726,"O61491","FBgn0024754","Flo1","Flotillin 1 [Source:FlyBase;Acc:FBgn0024754]"
"10678",41571,"O18475","FBgn0002905","mus308","mutagen-sensitive 308 [Source:FlyBase;Acc:FBgn0002905]"
"10679",36317,"Q9V675","FBgn0033696","Cyp6g2",""
"10680",42347,"","FBgn0038727","CG7432",""
"10681",36801,"","FBgn0034095","CG15701",""
"10682",41044,"Q0KIA2","FBgn0037623","CG9801",""
"10683",40501,"","FBgn0037195","CG11226",""
"10684",36259,"","FBgn0033653","CG13192",""
"10685",37418,"","FBgn0034602","Lapsyn","Leucine-rich repeat activity-regulated protein at synapses [Source:FlyBase;Acc:FBgn0034602]"
"10686",42358,"","FBgn0261984","Ire1","Inositol-requiring enzyme-1 [Source:FlyBase;Acc:FBgn0261984]"
"10687",40999,"","FBgn0020249","stck","steamer duck [Source:FlyBase;Acc:FBgn0020249]"
"10688",36769,"","FBgn0034068","casp","caspar [Source:FlyBase;Acc:FBgn0034068]"
"10689",31078,"","FBgn0024366","CG11409",""
"10690",NA,"","FBgn0053881","His4:CG33881",""
"10691",32154,"","FBgn0250871","pot","papillote [Source:FlyBase;Acc:FBgn0250871]"
"10692",39980,"","FBgn0052187","CG32187",""
"10693",42670,"Q9VCX4","FBgn0051159","mRRF2","mitochondrial ribosome recycling factor 2 [Source:FlyBase;Acc:FBgn0051159]"
"10694",42670,"","FBgn0051159","mRRF2","mitochondrial ribosome recycling factor 2 [Source:FlyBase;Acc:FBgn0051159]"
"10695",317997,"","FBgn0052368","CG32368",""
"10696",41026,"","FBgn0037606","CG8032",""
"10697",39971,"","FBgn0036747","CG6052",""
"10698",7354375,"","FBgn0259230","lectin-22C",""
"10699",43489,"Q9VAJ3","FBgn0039679","ppk19","pickpocket 19 [Source:FlyBase;Acc:FBgn0039679]"
"10700",34181,"Q9VLK4","FBgn0032048","Dh31","Diuretic hormone 31 [Source:FlyBase;Acc:FBgn0032048]"
"10701",34181,"","FBgn0032048","Dh31","Diuretic hormone 31 [Source:FlyBase;Acc:FBgn0032048]"
"10702",36360,"Q9V6B9","FBgn0033737","Nup54","Nucleoporin 54kD [Source:FlyBase;Acc:FBgn0033737]"
"10703",36706,"","FBgn0026370","SRPK","SR Protein Kinase [Source:FlyBase;Acc:FBgn0026370]"
"10704",36853,"","FBgn0034140","Lst","Limostatin [Source:FlyBase;Acc:FBgn0034140]"
"10705",40935,"Q27601","FBgn0004901","Prat","Phosphoribosylamidotransferase [Source:FlyBase;Acc:FBgn0004901]"
"10706",40565,"Q9VN27","FBgn0037251","CG9804",""
"10707",36047,"P36192","FBgn0010385","Def","Defensin [Source:FlyBase;Acc:FBgn0010385]"
"10708",33227,"","FBgn0031260","Spp","Signal peptide peptidase [Source:FlyBase;Acc:FBgn0031260]"
"10709",5740101,"","FBgn0085488","CG34459",""
"10710",31883,"Q9W349","FBgn0002576","lz","lozenge [Source:FlyBase;Acc:FBgn0002576]"
"10711",42770,"","FBgn0039081","Irk2","Inwardly rectifying potassium channel 2 [Source:FlyBase;Acc:FBgn0039081]"
"10712",33789,"","FBgn0020429","GluRIIB","Glutamate receptor IIB [Source:FlyBase;Acc:FBgn0020429]"
"10713",48450,"","FBgn0000454","Dip-B","Dipeptidase B [Source:FlyBase;Acc:FBgn0000454]"
"10714",42567,"","FBgn0013759","CASK",""
"10715",42567,"Q24210","FBgn0013759","CASK",""
"10716",41804,"","FBgn0038274","Nup93-2","Nucleoporin 93kD-2 [Source:FlyBase;Acc:FBgn0038274]"
"10717",37903,"","FBgn0035008","CG3494",""
"10718",35900,"","FBgn0011300","babo","baboon [Source:FlyBase;Acc:FBgn0011300]"
"10719",38873,"","FBgn0052369","CG32369",""
"10720",42424,"P11956","FBgn0002869","MtnB","Metallothionein B [Source:FlyBase;Acc:FBgn0002869]"
"10721",38840,"Q9VS78","FBgn0035790","Cyp316a1",""
"10722",3346207,"","FBgn0053543","CG33543",""
"10723",41201,"","FBgn0037753","CG12947",""
"10724",246584,"","FBgn0050384","CG30384",""
"10725",34147,"","FBgn0032025","CG7778",""
"10726",37447,"","FBgn0010415","Sdc","Syndecan [Source:FlyBase;Acc:FBgn0010415]"
"10727",37447,"P49415","FBgn0010415","Sdc","Syndecan [Source:FlyBase;Acc:FBgn0010415]"
"10728",41030,"","FBgn0037610","CG8043",""
"10729",37783,"","FBgn0034919","CG5569",""
"10730",5740408,"","FBgn0025835","CG17707",""
"10731",33949,"","FBgn0031856","CG11322",""
"10732",41416,"","FBgn0037941","CG12594",""
"10733",38121,"","FBgn0035187","Trh","trachealess [Source:FlyBase;Acc:FBgn0035187]"
"10734",33766,"","FBgn0031703","CG12512",""
"10735",37924,"Q9W148","FBgn0035025","uri","unconventional prefoldin RPB5 interactor [Source:FlyBase;Acc:FBgn0035025]"
"10736",36205,"","FBgn0259238","CG42336",""
"10737",261617,"","FBgn0051777","CG31777",""
"10738",36128,"","FBgn0033543","CG12338",""
"10739",31668,"","FBgn0029945","CG18155",""
"10740",42328,"","FBgn0038709","CG15025",""
"10741",40149,"","FBgn0261341","verm","vermiform [Source:FlyBase;Acc:FBgn0261341]"
"10742",38915,"","FBgn0035852","CG7387",""
"10743",117492,"P84180","FBgn0045500","Gr22b","Gustatory receptor 22b [Source:FlyBase;Acc:FBgn0045500]"
"10744",36131,"","FBgn0053144","CG33144",""
"10745",41635,"","FBgn0038136","CG8774",""
"10746",35946,"Q9V557","FBgn0033395","Cyp4p2",""
"10747",37126,"","FBgn0028496","CG30116",""
"10748",42097,"","FBgn0038508","CG5866",""
"10749",41020,"","FBgn0024326","Mkk4","MAP kinase kinase 4 [Source:FlyBase;Acc:FBgn0024326]"
"10750",46243,"Q9VLT5","FBgn0011230","poe","purity of essence [Source:FlyBase;Acc:FBgn0011230]"
"10751",43268,"","FBgn0039489","CG5880",""
"10752",42421,"","FBgn0038795","CG4335",""
"10753",42486,"","FBgn0038847","CG12278",""
"10754",41001,"","FBgn0037584","CG7963",""
"10755",12798550,"","FBgn0262721","CG43165",""
"10756",36569,"","FBgn0033906","CG8331",""
